00000 | X=FFFF Y=FFFF Z=FFFF | jmp      00062
000E6 | X=0062 Y=0060 Z=FAD8 | brne     $00DA
000DA | X=0062 Y=0060 Z=FAD8 | st       Z, r1
000DC | X=0062 Y=0060 Z=FAD8 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FAD8 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FADA | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FADA | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FADA | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FADA | brne     $00DA
000DA | X=0062 Y=0060 Z=FADA | st       Z, r1
000DC | X=0062 Y=0060 Z=FADA | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FADA | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FADC | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FADC | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FADC | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FADC | brne     $00DA
000DA | X=0062 Y=0060 Z=FADC | st       Z, r1
000DC | X=0062 Y=0060 Z=FADC | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FADC | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FADE | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FADE | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FADE | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FADE | brne     $00DA
000DA | X=0062 Y=0060 Z=FADE | st       Z, r1
000DC | X=0062 Y=0060 Z=FADE | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FADE | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FAE0 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FAE0 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FAE0 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FAE0 | brne     $00DA
000DA | X=0062 Y=0060 Z=FAE0 | st       Z, r1
000DC | X=0062 Y=0060 Z=FAE0 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FAE0 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FAE2 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FAE2 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FAE2 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FAE2 | brne     $00DA
000DA | X=0062 Y=0060 Z=FAE2 | st       Z, r1
000DC | X=0062 Y=0060 Z=FAE2 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FAE2 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FAE4 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FAE4 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FAE4 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FAE4 | brne     $00DA
000DA | X=0062 Y=0060 Z=FAE4 | st       Z, r1
000DC | X=0062 Y=0060 Z=FAE4 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FAE4 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FAE6 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FAE6 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FAE6 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FAE6 | brne     $00DA
000DA | X=0062 Y=0060 Z=FAE6 | st       Z, r1
000DC | X=0062 Y=0060 Z=FAE6 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FAE6 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FAE8 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FAE8 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FAE8 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FAE8 | brne     $00DA
000DA | X=0062 Y=0060 Z=FAE8 | st       Z, r1
000DC | X=0062 Y=0060 Z=FAE8 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FAE8 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FAEA | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FAEA | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FAEA | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FAEA | brne     $00DA
000DA | X=0062 Y=0060 Z=FAEA | st       Z, r1
000DC | X=0062 Y=0060 Z=FAEA | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FAEA | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FAEC | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FAEC | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FAEC | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FAEC | brne     $00DA
000DA | X=0062 Y=0060 Z=FAEC | st       Z, r1
000DC | X=0062 Y=0060 Z=FAEC | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FAEC | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FAEE | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FAEE | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FAEE | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FAEE | brne     $00DA
000DA | X=0062 Y=0060 Z=FAEE | st       Z, r1
000DC | X=0062 Y=0060 Z=FAEE | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FAEE | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FAF0 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FAF0 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FAF0 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FAF0 | brne     $00DA
000DA | X=0062 Y=0060 Z=FAF0 | st       Z, r1
000DC | X=0062 Y=0060 Z=FAF0 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FAF0 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FAF2 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FAF2 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FAF2 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FAF2 | brne     $00DA
000DA | X=0062 Y=0060 Z=FAF2 | st       Z, r1
000DC | X=0062 Y=0060 Z=FAF2 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FAF2 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FAF4 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FAF4 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FAF4 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FAF4 | brne     $00DA
000DA | X=0062 Y=0060 Z=FAF4 | st       Z, r1
000DC | X=0062 Y=0060 Z=FAF4 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FAF4 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FAF6 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FAF6 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FAF6 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FAF6 | brne     $00DA
000DA | X=0062 Y=0060 Z=FAF6 | st       Z, r1
000DC | X=0062 Y=0060 Z=FAF6 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FAF6 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FAF8 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FAF8 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FAF8 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FAF8 | brne     $00DA
000DA | X=0062 Y=0060 Z=FAF8 | st       Z, r1
000DC | X=0062 Y=0060 Z=FAF8 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FAF8 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FAFA | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FAFA | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FAFA | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FAFA | brne     $00DA
000DA | X=0062 Y=0060 Z=FAFA | st       Z, r1
000DC | X=0062 Y=0060 Z=FAFA | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FAFA | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FAFC | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FAFC | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FAFC | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FAFC | brne     $00DA
000DA | X=0062 Y=0060 Z=FAFC | st       Z, r1
000DC | X=0062 Y=0060 Z=FAFC | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FAFC | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FAFE | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FAFE | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FAFE | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FAFE | brne     $00DA
000DA | X=0062 Y=0060 Z=FAFE | st       Z, r1
000DC | X=0062 Y=0060 Z=FAFE | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FAFE | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FB00 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FB00 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FB00 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FB00 | brne     $00DA
000DA | X=0062 Y=0060 Z=FB00 | st       Z, r1
000DC | X=0062 Y=0060 Z=FB00 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FB00 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FB02 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FB02 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FB02 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FB02 | brne     $00DA
000DA | X=0062 Y=0060 Z=FB02 | st       Z, r1
000DC | X=0062 Y=0060 Z=FB02 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FB02 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FB04 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FB04 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FB04 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FB04 | brne     $00DA
000DA | X=0062 Y=0060 Z=FB04 | st       Z, r1
000DC | X=0062 Y=0060 Z=FB04 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FB04 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FB06 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FB06 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FB06 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FB06 | brne     $00DA
000DA | X=0062 Y=0060 Z=FB06 | st       Z, r1
000DC | X=0062 Y=0060 Z=FB06 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FB06 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FB08 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FB08 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FB08 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FB08 | brne     $00DA
000DA | X=0062 Y=0060 Z=FB08 | st       Z, r1
000DC | X=0062 Y=0060 Z=FB08 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FB08 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FB0A | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FB0A | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FB0A | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FB0A | brne     $00DA
000DA | X=0062 Y=0060 Z=FB0A | st       Z, r1
000DC | X=0062 Y=0060 Z=FB0A | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FB0A | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FB0C | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FB0C | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FB0C | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FB0C | brne     $00DA
000DA | X=0062 Y=0060 Z=FB0C | st       Z, r1
000DC | X=0062 Y=0060 Z=FB0C | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FB0C | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FB0E | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FB0E | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FB0E | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FB0E | brne     $00DA
000DA | X=0062 Y=0060 Z=FB0E | st       Z, r1
000DC | X=0062 Y=0060 Z=FB0E | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FB0E | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FB10 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FB10 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FB10 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FB10 | brne     $00DA
000DA | X=0062 Y=0060 Z=FB10 | st       Z, r1
000DC | X=0062 Y=0060 Z=FB10 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FB10 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FB12 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FB12 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FB12 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FB12 | brne     $00DA
000DA | X=0062 Y=0060 Z=FB12 | st       Z, r1
000DC | X=0062 Y=0060 Z=FB12 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FB12 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FB14 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FB14 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FB14 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FB14 | brne     $00DA
000DA | X=0062 Y=0060 Z=FB14 | st       Z, r1
000DC | X=0062 Y=0060 Z=FB14 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FB14 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FB16 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FB16 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FB16 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FB16 | brne     $00DA
000DA | X=0062 Y=0060 Z=FB16 | st       Z, r1
000DC | X=0062 Y=0060 Z=FB16 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FB16 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FB18 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FB18 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FB18 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FB18 | brne     $00DA
000DA | X=0062 Y=0060 Z=FB18 | st       Z, r1
000DC | X=0062 Y=0060 Z=FB18 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FB18 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FB1A | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FB1A | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FB1A | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FB1A | brne     $00DA
000DA | X=0062 Y=0060 Z=FB1A | st       Z, r1
000DC | X=0062 Y=0060 Z=FB1A | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FB1A | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FB1C | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FB1C | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FB1C | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FB1C | brne     $00DA
000DA | X=0062 Y=0060 Z=FB1C | st       Z, r1
000DC | X=0062 Y=0060 Z=FB1C | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FB1C | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FB1E | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FB1E | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FB1E | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FB1E | brne     $00DA
000DA | X=0062 Y=0060 Z=FB1E | st       Z, r1
000DC | X=0062 Y=0060 Z=FB1E | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FB1E | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FB20 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FB20 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FB20 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FB20 | brne     $00DA
000DA | X=0062 Y=0060 Z=FB20 | st       Z, r1
000DC | X=0062 Y=0060 Z=FB20 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FB20 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FB22 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FB22 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FB22 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FB22 | brne     $00DA
000DA | X=0062 Y=0060 Z=FB22 | st       Z, r1
000DC | X=0062 Y=0060 Z=FB22 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FB22 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FB24 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FB24 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FB24 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FB24 | brne     $00DA
000DA | X=0062 Y=0060 Z=FB24 | st       Z, r1
000DC | X=0062 Y=0060 Z=FB24 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FB24 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FB26 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FB26 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FB26 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FB26 | brne     $00DA
000DA | X=0062 Y=0060 Z=FB26 | st       Z, r1
000DC | X=0062 Y=0060 Z=FB26 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FB26 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FB28 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FB28 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FB28 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FB28 | brne     $00DA
000DA | X=0062 Y=0060 Z=FB28 | st       Z, r1
000DC | X=0062 Y=0060 Z=FB28 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FB28 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FB2A | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FB2A | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FB2A | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FB2A | brne     $00DA
000DA | X=0062 Y=0060 Z=FB2A | st       Z, r1
000DC | X=0062 Y=0060 Z=FB2A | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FB2A | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FB2C | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FB2C | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FB2C | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FB2C | brne     $00DA
000DA | X=0062 Y=0060 Z=FB2C | st       Z, r1
000DC | X=0062 Y=0060 Z=FB2C | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FB2C | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FB2E | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FB2E | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FB2E | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FB2E | brne     $00DA
000DA | X=0062 Y=0060 Z=FB2E | st       Z, r1
000DC | X=0062 Y=0060 Z=FB2E | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FB2E | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FB30 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FB30 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FB30 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FB30 | brne     $00DA
000DA | X=0062 Y=0060 Z=FB30 | st       Z, r1
000DC | X=0062 Y=0060 Z=FB30 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FB30 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FB32 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FB32 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FB32 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FB32 | brne     $00DA
000DA | X=0062 Y=0060 Z=FB32 | st       Z, r1
000DC | X=0062 Y=0060 Z=FB32 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FB32 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FB34 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FB34 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FB34 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FB34 | brne     $00DA
000DA | X=0062 Y=0060 Z=FB34 | st       Z, r1
000DC | X=0062 Y=0060 Z=FB34 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FB34 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FB36 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FB36 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FB36 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FB36 | brne     $00DA
000DA | X=0062 Y=0060 Z=FB36 | st       Z, r1
000DC | X=0062 Y=0060 Z=FB36 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FB36 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FB38 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FB38 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FB38 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FB38 | brne     $00DA
000DA | X=0062 Y=0060 Z=FB38 | st       Z, r1
000DC | X=0062 Y=0060 Z=FB38 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FB38 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FB3A | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FB3A | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FB3A | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FB3A | brne     $00DA
000DA | X=0062 Y=0060 Z=FB3A | st       Z, r1
000DC | X=0062 Y=0060 Z=FB3A | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FB3A | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FB3C | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FB3C | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FB3C | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FB3C | brne     $00DA
000DA | X=0062 Y=0060 Z=FB3C | st       Z, r1
000DC | X=0062 Y=0060 Z=FB3C | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FB3C | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FB3E | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FB3E | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FB3E | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FB3E | brne     $00DA
000DA | X=0062 Y=0060 Z=FB3E | st       Z, r1
000DC | X=0062 Y=0060 Z=FB3E | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FB3E | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FB40 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FB40 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FB40 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FB40 | brne     $00DA
000DA | X=0062 Y=0060 Z=FB40 | st       Z, r1
000DC | X=0062 Y=0060 Z=FB40 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FB40 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FB42 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FB42 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FB42 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FB42 | brne     $00DA
000DA | X=0062 Y=0060 Z=FB42 | st       Z, r1
000DC | X=0062 Y=0060 Z=FB42 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FB42 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FB44 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FB44 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FB44 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FB44 | brne     $00DA
000DA | X=0062 Y=0060 Z=FB44 | st       Z, r1
000DC | X=0062 Y=0060 Z=FB44 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FB44 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FB46 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FB46 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FB46 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FB46 | brne     $00DA
000DA | X=0062 Y=0060 Z=FB46 | st       Z, r1
000DC | X=0062 Y=0060 Z=FB46 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FB46 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FB48 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FB48 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FB48 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FB48 | brne     $00DA
000DA | X=0062 Y=0060 Z=FB48 | st       Z, r1
000DC | X=0062 Y=0060 Z=FB48 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FB48 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FB4A | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FB4A | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FB4A | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FB4A | brne     $00DA
000DA | X=0062 Y=0060 Z=FB4A | st       Z, r1
000DC | X=0062 Y=0060 Z=FB4A | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FB4A | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FB4C | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FB4C | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FB4C | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FB4C | brne     $00DA
000DA | X=0062 Y=0060 Z=FB4C | st       Z, r1
000DC | X=0062 Y=0060 Z=FB4C | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FB4C | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FB4E | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FB4E | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FB4E | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FB4E | brne     $00DA
000DA | X=0062 Y=0060 Z=FB4E | st       Z, r1
000DC | X=0062 Y=0060 Z=FB4E | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FB4E | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FB50 | ldi      r25, $FF
